Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
4.0,Asylum procedures,1.0,General rules of procedure,14,Filing an application for asylum,(3),2.0,0,"prison,",Asylum,118
4.0,Asylum procedures,1.0,General rules of procedure,14,Filing an application for asylum,(3),3.0,0,"custody preparatory to deportation pursuant to Section 62 (2) of the Residence Act,",Asylum,119
4.0,Asylum procedures,1.0,General rules of procedure,14,Filing an application for asylum,(3),4.0,0,"detention pending deportation pursuant to Section 62 (3), first sentence, no. 1 of the Residence Act because he has stayed in the federal territory for longer than one month without a residence permit after entering the country illegally,",Asylum,120
4.0,Asylum procedures,1.0,General rules of procedure,14,Filing an application for asylum,(3),5.0,0,"detention pending deportation under Section 62 (3), first sentence, nos. 1a to 5 of the Residence Act, an application for asylum shall not hinder the ordering or continuation of custody awaiting deportation. The foreigner shall be given an opportunity without delay to contact a legal adviser of his choice unless he has already secured legal counsel. Custody awaiting deportation shall be terminated as soon as the decision of the Federal Office has been delivered and no later than four weeks after the Federal Office has received the application for asylum, unless another country has been requested to admit or re-admit the foreigner on the basis of European Community law or an international treaty on the responsibility of processing asylum applications, or unless the application for asylum has been rejected as inadmissible in line with Section 29 (1) no. 4 or one that is manifestly unfounded.",Asylum,121
4.0,Asylum procedures,1.0,General rules of procedure,14a,Family unity,(1),0,0,"When an application for asylum is filed in accordance with Section 14, the application shall also include each unmarried minor child of the foreigner that resides in the federal territory at the time without the right to freedom of movement or without a residence title, if the child had not already filed an application for asylum.",Asylum,122
4.0,Asylum procedures,1.0,General rules of procedure,14a,Family unity,(2),0,0,"If a foreignerï¿½s unmarried minor child enters the federal territory or is born here after the foreigner has applied for asylum, the Federal Office shall be notified immediately if one parent has permission to remain pending the asylum decision (Aufenthaltsgestattung) or is residing in the federal territory after the asylum procedure has been completed without a residence title or with a temporary residence permit (Aufenthaltserlaubnis) pursuant to Section 25 (5) of the Residence Act. Such notification shall be the responsibility of both the childï¿½s representative as defined in Section 12 (3) and the foreigners authority. As soon as the Federal Office has received the notification, the application for asylum shall be considered filed on behalf of the child.",Asylum,123
4.0,Asylum procedures,1.0,General rules of procedure,14a,Family unity,(3),0,0,"The childï¿½s representative as defined in Section 12 (3) may waive the processing of an asylum application for the child until the decision of the Federal Office is delivered by stating that the child faces no threat of persecution as defined in Section 3 (1) or serious harm as defined in Section 4 (1). Section 13 ( 2), second sentence, shall apply accordingly.",Asylum,124
4.0,Asylum procedures,1.0,General rules of procedure,14a,Family unity,(4),0,0,"Subsections 1 to 3 shall also apply if the application for asylum was filed before 1 January 2005 and the child stayed in the federal territory at that time, arrived later or was born here.",Asylum,125
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(1),0,0,Foreigners shall be personally required to cooperate in establishing the facts of the case. This shall apply also to foreigners represented by an authorized adviser.,Asylum,126
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(2),0,0,The foreigner shall be required in particular to,Asylum,127
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(2),1.0,0,"provide the necessary information orally, and on request also in writing, to the authorities responsible for implementing this Act;",Asylum,128
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(2),2.0,0,inform the Federal Office without delay if he has been granted a residence title;,Asylum,129
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(2),3.0,0,comply with statutory and official orders which require him to report to specific authorities or institutions or to appear there in person;,Asylum,130
4.0,Asylum procedures,1.0,General rules of procedure,15,General obligations to cooperate,(2),4.0,0,"present, hand over and surrender his passport or passport substitute to the authorities responsible for implementing this Act;",Asylum,131
